407	2.9271	960
406	2.9605	937
405	3.0565	991
404	2.9215	1019
403	2.9501	982
402	2.9942	1034
401	2.9743	1049
400	2.9905	1048
933	3.0599	1035
932	3.0143	1048
931	3.0146	1028
930	3.1424	962
937	3.0107	1025
629	2.9637	993
409	3.0455	989
408	3.1189	942
628	3.0249	1043
758	3.0138	1018
379	3.0324	1019
378	2.9429	999
829	3.0685	963
828	3.1238	961
371	3.0216	970
370	3.0601	981
373	2.9488	997
372	3.0125	1037
375	2.9811	952
374	2.9961	1016
377	3.0097	1027
376	2.8695	996
708	2.9553	1007
709	2.9514	1050
704	2.9720	1035
705	2.9584	1010
706	3.0212	991
707	3.0312	1024
700	3.0311	1028
618	3.0159	1006
702	2.9708	1026
703	3.0077	1035
393	3.0422	995
392	3.0069	1019
391	2.9461	965
390	2.9959	975
397	2.9784	1018
396	3.0218	1007
395	2.9559	929
394	3.0824	959
82	3.0142	987
83	2.9807	985
399	3.0368	1006
398	3.0155	970
86	3.0271	995
87	3.0802	1035
84	3.0878	1037
85	3.0049	1021
797	2.9666	959
796	2.9424	1041
795	3.0488	1025
794	2.9769	995
793	3.0474	1012
792	3.0208	963
791	3.0677	1004
790	3.0172	991
799	3.0200	1000
798	3.0249	1005
7	3.0208	960
601	3.0095	1049
607	3.0203	1036
586	2.9633	1035
587	3.0405	964
584	3.0092	975
585	3.0382	1022
582	2.9590	999
583	2.9860	1002
580	3.0380	921
581	3.0010	995
588	3.0394	1014
589	2.9692	1006
245	2.9818	1042
244	3.0249	963
247	3.0450	977
246	3.0172	991
241	2.9119	965
240	2.9851	1007
243	2.8765	947
242	3.0158	1012
615	3.0158	1012
249	2.9734	977
248	2.9490	1020
924	3.0221	995
970	3.0331	967
925	2.9901	1010
519	3.0060	996
518	2.9476	1011
926	2.9719	995
511	3.0052	955
510	2.9397	1029
513	2.9906	959
512	2.9481	982
515	3.0484	1012
514	3.0511	958
517	3.0185	1027
1000	2.9970	1008
458	3.0446	987
459	3.0826	993
621	2.9741	1004
620	2.9726	985
627	2.9364	1022
626	2.9877	976
625	2.9682	1005
624	3.0283	1024
450	3.0755	993
451	2.9813	1016
452	2.9540	1044
453	3.0427	1030
454	2.9338	967
455	2.9912	1025
456	3.0157	1020
457	2.9480	980
179	2.9812	955
178	2.9512	1005
177	3.0463	971
176	3.0564	1028
175	3.0247	1054
174	3.0379	1003
173	2.9980	1010
172	3.0259	1002
171	2.9929	987
170	2.9990	1034
977	2.9930	993
656	3.0559	1019
975	3.0202	989
974	2.9522	1004
973	2.9844	1023
972	3.0749	1015
971	2.8931	992
657	2.9259	998
654	3.0079	1017
979	2.9979	975
978	3.0083	965
182	3.0428	1028
183	3.0449	1003
180	3.0000	992
181	3.0362	995
186	2.9419	999
187	3.0554	956
184	2.9514	987
185	2.8852	1037
886	2.9479	979
652	2.9980	987
188	3.0581	998
189	2.9319	1013
658	2.9694	980
653	3.0994	1036
650	2.9690	1001
651	3.0197	1017
764	3.0099	1015
11	2.9769	952
10	3.0486	967
13	2.9440	1017
12	2.9657	991
15	2.9937	947
14	2.9310	971
17	3.0047	1069
16	2.9865	1036
19	2.9602	1031
18	2.9721	1002
863	3.0760	1000
862	2.9551	1024
865	3.0843	1032
864	2.9889	989
867	2.9640	1056
866	3.0210	1050
884	3.0165	972
938	2.9483	968
659	3.0460	957
883	2.9980	1018
753	2.9642	979
881	2.9195	957
880	3.0623	995
887	3.0000	1023
831	3.0104	959
885	2.9626	1016
752	3.0573	994
928	2.9384	1039
62	2.9501	1003
888	2.9309	969
950	2.9352	987
756	2.9579	1021
929	3.0828	954
63	2.9785	977
809	3.0120	996
322	2.9492	1003
323	2.9870	1000
320	2.9574	1033
321	2.9439	1033
326	3.0106	939
327	3.0190	947
324	3.0128	1019
325	3.0280	999
328	3.0692	1011
329	3.0167	1015
759	3.1030	1019
201	3.0020	1004
200	2.9742	1009
203	3.0199	1005
202	2.9941	1014
205	2.9630	1000
204	3.0084	948
207	3.0396	1010
206	2.9910	1005
209	3.0184	1031
208	3.0481	978
779	2.9233	1017
778	2.9523	1028
889	3.0346	1012
77	2.9328	997
76	2.9959	981
75	3.0497	1026
74	3.0699	1044
73	2.9621	977
72	3.0140	1069
71	2.9683	1074
70	3.0626	974
655	3.0328	1038
79	3.0902	1009
78	3.0529	926
2	3.0111	995
686	2.9482	966
805	3.0083	965
804	3.0074	940
669	3.0010	978
668	3.0206	973
667	3.0398	980
666	3.0040	1000
665	3.0686	976
664	3.0109	1008
663	2.9656	987
662	3.0149	1010
661	2.9363	957
660	2.9781	1050
769	3.0502	1075
692	2.9773	1055
693	2.9688	995
690	2.9282	1058
691	2.9871	1011
696	3.0634	1009
697	3.0271	998
694	2.9990	997
695	2.9681	972
698	2.9429	946
699	3.0751	945
542	2.9939	979
543	3.0139	933
540	3.0331	1026
541	3.0998	1012
546	2.9606	1041
547	3.0758	990
544	3.1257	1034
545	3.0287	975
8	2.9943	1044
548	3.0260	1001
549	3.1237	1035
68	3.0627	973
598	3.0293	989
995	2.9562	1051
869	3.0309	1067
997	3.0955	1037
996	3.0257	1012
991	3.0316	982
990	3.0352	1050
993	2.9324	1021
868	3.0235	1062
999	3.0457	1029
998	3.0030	1015
120	3.0192	1043
121	2.9802	1058
122	3.0363	1018
123	2.9625	1013
124	3.0626	975
125	2.9709	1030
126	2.9221	988
127	2.9167	972
128	3.0514	973
129	2.9278	942
765	3.0010	996
69	2.9839	994
414	2.9653	981
415	3.0800	987
416	3.0152	985
417	3.0337	1069
410	2.9639	1026
411	3.0464	969
412	3.0212	990
413	2.9671	1035
920	3.0529	1020
498	3.0061	981
922	3.0010	999
923	3.0394	991
418	3.0160	1001
419	3.0379	924
776	2.9630	945
499	3.0122	984
319	2.9909	986
318	2.9349	967
313	2.9703	977
312	2.8741	1001
311	3.0282	958
310	2.9872	1017
317	2.9923	1039
316	2.9128	1066
315	2.9625	986
314	2.9893	1027
861	3.0050	999
921	2.9937	953
496	3.0505	1010
832	2.9938	969
833	3.0385	988
830	3.0243	1027
497	2.9714	1049
836	2.9848	986
837	3.0319	972
834	2.9886	965
835	3.0158	950
838	2.9401	1018
839	2.9551	1024
808	3.0700	1015
3	2.9408	980
368	3.0220	1001
369	3.0787	1029
366	2.9900	1003
367	3.0263	1026
364	3.0326	1043
365	2.9764	1018
362	2.9680	969
363	2.9498	997
360	2.8973	993
361	2.9648	967
959	2.9532	1025
952	2.9939	985
882	2.9802	1011
380	3.0130	1001
381	3.0631	983
382	2.9816	1030
383	3.0157	1080
384	3.0104	965
385	3.0098	1016
386	3.0126	1029
387	3.0484	1013
388	2.9209	1011
389	2.9600	975
784	2.9629	1051
785	2.9798	991
786	2.9643	981
787	3.0152	984
780	3.0060	998
781	2.9765	1105
782	3.0238	968
783	2.9212	1015
788	2.9376	994
789	3.0128	1017
860	2.9704	946
605	2.9027	997
579	3.0173	1041
578	2.9792	1012
604	3.0019	1051
573	2.9722	1006
572	3.0340	912
571	3.0128	1017
570	3.0401	997
577	3.0619	953
576	2.9468	997
575	2.9156	1007
574	2.9878	984
60	2.9603	956
61	2.9842	1014
258	3.0072	967
259	3.0052	964
64	2.9590	1025
65	2.9920	1005
66	2.9789	997
67	3.0231	997
252	3.0731	1053
253	3.0040	998
250	3.0851	987
251	2.9599	1022
256	2.9097	1008
257	2.9748	993
254	2.9785	932
255	3.0147	1018
603	2.9870	1000
602	3.0474	1012
939	2.9382	987
731	3.0624	977
730	3.0109	1008
733	3.0366	1012
732	3.0783	1022
735	2.9151	989
734	3.0029	1028
508	3.0203	984
509	3.0101	990
506	3.0093	1075
507	3.0748	1003
504	2.9542	1004
505	2.9762	1008
502	2.9402	1003
503	2.9885	960
500	2.9422	1021
501	2.9693	978
630	3.0954	1017
631	3.0000	1013
632	3.0835	970
633	2.9406	993
469	2.9835	1033
468	2.9825	1028
636	2.9829	938
637	3.0243	1030
465	3.0296	979
464	3.0000	929
467	3.0000	1021
466	2.9940	998
461	3.0290	1034
460	2.9981	1030
463	2.9735	982
462	2.9487	994
901	3.0010	1001
168	3.0342	1023
169	3.0020	980
164	3.0541	961
165	3.0297	1011
166	2.9920	996
167	2.9972	1081
160	3.0326	1043
161	3.0010	956
162	2.9951	1016
163	3.0218	963
964	3.0658	1019
965	2.9726	1022
966	3.0599	968
967	3.0129	929
960	2.9860	930
961	3.0290	999
962	3.0816	980
963	3.0190	946
968	2.9417	1030
969	2.9550	1001
936	2.9760	1000
935	3.0241	1036
934	3.0010	1035
908	3.0192	991
909	3.0215	975
600	3.0069	1017
878	3.0445	966
879	3.0420	1000
876	3.0278	1042
877	2.9600	976
874	3.0082	981
875	3.0085	937
872	2.9854	1028
873	2.9774	1019
870	2.9653	1009
871	2.9898	976
9	3.0000	970
890	3.0660	1031
891	3.0162	926
892	2.9440	964
893	2.9760	998
894	3.0325	985
647	2.9708	960
896	2.9799	996
897	2.9675	1047
898	3.0376	957
899	3.0179	1005
646	3.0010	1008
649	2.9578	924
648	3.0335	1016
357	3.0049	1022
356	3.0000	994
355	3.0158	1011
354	3.0141	995
353	3.0169	1007
352	3.0010	1030
351	2.9467	1014
350	3.0726	1005
803	3.0696	963
802	3.0092	975
801	3.0354	1017
800	3.0081	992
807	2.9849	926
806	2.9798	942
359	3.0461	954
358	2.9499	1017
216	3.0307	1042
217	2.9338	967
214	2.9273	1045
215	3.0834	1007
212	2.9748	993
213	3.0963	1007
210	2.9761	1004
211	3.0195	975
762	3.0418	1004
763	3.0206	1018
760	2.9688	1027
761	2.9419	947
766	3.0507	967
767	2.9881	1007
218	3.0888	969
219	3.0250	999
957	3.0000	1036
956	2.9094	993
289	2.9914	926
288	2.9904	1046
4	3.0099	1013
281	3.0389	1002
280	2.9317	995
283	2.9873	1021
282	3.0332	1024
285	2.9371	1018
284	2.9497	1034
287	3.0060	997
286	2.9799	997
678	2.9822	1009
679	2.9579	974
674	3.0370	972
675	2.9312	989
676	3.0184	1035
677	2.9532	1005
670	3.0277	1012
671	3.1161	1025
672	3.0443	1016
673	2.9843	1019
263	2.9467	975
262	3.0010	1006
261	3.0060	1002
260	3.0277	1012
267	2.9772	1009
266	3.0411	925
265	2.9055	1005
264	3.0225	978
269	3.0210	999
268	3.0554	992
701	2.9006	1046
59	2.9239	985
58	3.0328	975
55	3.0690	928
54	3.0183	1041
57	3.0387	1008
56	2.9265	952
51	2.9550	999
50	3.0565	973
53	2.9189	1036
52	3.0094	1065
537	2.9796	979
536	2.9851	1006
535	2.9472	1061
534	3.1031	999
533	2.9508	1016
532	3.0630	1016
531	2.9940	994
530	3.0144	1039
539	3.0020	1012
538	3.0030	1000
987	3.0643	1057
775	2.9781	1006
988	3.0204	980
989	3.0051	984
774	2.9864	957
982	3.0245	1022
983	2.9712	972
980	2.9378	980
981	3.0039	1036
986	2.9607	941
777	3.0019	1043
984	3.0291	995
985	3.0381	997
115	3.0485	969
114	2.9456	975
117	3.0504	1071
116	2.9981	1026
111	2.9232	1042
110	2.9786	1030
113	3.0136	1032
112	3.0089	1012
771	2.9724	977
119	2.9858	1054
118	3.0547	1023
770	3.0249	1046
773	3.0405	938
772	2.9782	1010
953	2.9393	1055
429	2.9670	1030
428	3.0324	956
919	2.9620	999
918	2.9889	993
421	2.9731	1004
420	2.9738	916
423	2.9709	997
422	3.0400	1024
425	3.0414	966
424	2.9784	1019
427	3.0970	1052
426	2.9295	993
308	2.9787	985
309	2.9659	997
855	3.0536	951
300	2.9856	970
301	2.9465	990
302	2.9223	1030
303	3.0415	987
304	2.9920	997
305	2.9710	965
306	2.9560	977
307	2.9739	995
895	2.9709	996
825	2.9909	984
824	3.0303	991
827	3.0529	926
847	3.0339	1003
846	2.9618	996
845	3.0883	985
826	3.0351	996
843	2.9718	1065
842	3.0485	970
841	3.0666	1051
840	2.9242	1002
821	3.0349	974
853	2.9532	1047
849	2.9521	1043
820	3.0073	965
823	3.0182	989
822	3.0211	995
954	2.9831	1003
568	3.0000	988
569	2.9799	996
751	3.0641	999
750	3.0237	1057
757	3.0501	1018
737	3.0206	1021
755	2.9912	1017
754	3.0069	1011
560	2.9383	973
561	2.9810	946
562	3.0285	1053
563	3.0149	1006
564	2.9671	943
565	2.9989	936
566	3.0216	1019
567	2.9756	943
739	3.0371	1024
229	3.0224	1026
228	3.0092	973
227	3.0557	1005
226	2.9636	990
225	3.0444	992
224	2.9911	1009
223	3.0041	979
222	3.0792	997
221	3.0093	966
220	3.0468	983
88	3.0397	1007
726	2.9894	944
727	2.9560	1001
724	2.9472	985
725	3.0302	1059
722	2.9844	1027
723	3.0011	946
720	2.9852	1014
721	2.9827	981
728	3.0403	1017
729	2.9875	960
151	3.0283	991
150	3.0215	1071
153	2.9811	1004
152	2.9736	985
155	2.9626	1017
154	3.0671	968
157	3.1072	970
156	3.0133	980
159	2.9885	958
158	3.0020	989
609	2.9582	982
608	3.1102	944
976	3.0418	1004
634	2.9990	993
80	3.0019	1042
635	2.9683	945
749	2.9951	1016
958	3.0039	1013
81	2.9811	1058
48	3.0097	1027
49	2.9949	990
46	2.9518	995
47	3.0020	983
44	3.0134	970
45	3.0506	1047
42	2.9882	1014
43	2.9753	972
40	2.9579	998
41	2.9979	971
638	3.0757	1057
5	3.0020	997
639	3.0187	1018
489	2.9991	1059
488	3.0224	1028
487	2.9869	989
486	3.0366	1010
485	2.9790	1000
484	3.0276	1050
483	2.9780	998
482	2.9758	952
481	3.0225	977
480	2.9916	947
955	2.9860	1001
472	3.0771	960
473	2.9869	994
470	2.9959	970
471	2.9643	1008
476	3.0261	1035
477	2.9384	958
474	3.0108	925
475	2.9968	946
478	3.0778	1028
479	3.0596	1006
